author,comment,likes,published_at
@endangsunarya6254,Alah said cari selamat padahal pada waktu nya dia punya jabatan sama aja.,0,2025-09-02T04:25:50Z
@Sarulla5,Wkwkwkwkwk dari podcast ini dapat ditarik kesimpulan sebagian besar rakyat dan bahkan profesional tertipu dengan pencitraan mantan presiden jkw😂 memang benar jangan menilai seseorang dari luarnya,0,2025-09-02T04:18:53Z
@masadi3457,Pertamina nya rugi Riza chalid untung besar 😂😂😂😂😂,0,2025-09-02T04:17:32Z
@triiflorez3457,Keuntungn 2% aja nominal nya 600m,0,2025-09-02T04:15:24Z
@angr8748,Ini beneran keos banget Indonesia gara gara chalid sama novanto. Sial yang harusnya di jarah ya mereka mereka itu,0,2025-09-02T03:55:29Z
@angr8748,lanjut pak,0,2025-09-02T03:54:56Z
@wahyuyuhaofficial,"Gak salah melihat dimana mana ada tulisan Adili Pak Joko.
Memang harus di adili!",40,2025-09-02T03:53:09Z
@NurhayatiSimanjuntak-k9u,riza chalit adalah pendana utama anis nyapres  dan timsesnya syahroni,0,2025-09-02T03:41:28Z
@BudiSarwono-cw8qg,"Bodhohnya hukum di Negeri ini , out.hukum harusnya pemenuhan rasa keadilan , keputusan secara objektif ( bukti dan kebenaran nurani ) ,.bukan inkhrah hanya diputuskan hakim dan tidak ada validasi yg kredible dan berintegritas  atas keputusan hakim . Jadi walaupun ketussan salah, tidak ada keadilan karena inkrah harus tetap dijalankan , hukum seperti ini sangat mungkin dijadikan komoditas",0,2025-09-02T03:30:54Z
@samhelos8712,Terima kasih orang2 baik atas pencerahannya ❤,0,2025-09-02T03:24:45Z
@MasterOfSadness74,"pukulan keras trhadap mafia Migas dg mentersangkakan Riza Khaled... mendapat perlawanan dg banyak ya DEMO utk mendowgrade kredibilitas pemrintah Prabowo.
berawal dari INDONESIA GELAP dan sekarang DEMO anarkis... semoga Pak Prabowo dlm keadaan sehat kuat dan sabar.",0,2025-09-02T03:20:34Z
@iniyoutubechanel,"bapak ini dulu yang mengusulkan perampasan aset ke bambang pacul tapu malah pacul bilang harus lapor ke ketum parpol , benar kata pak gusdur negri ini penakut .",1,2025-09-02T03:01:27Z
@enzofathir3429,"izin pak mahfud, audionya sedikit agak kurang jelas pak, sayang banget bisa agak mengganggu konten yg sangat bagus ini",0,2025-09-02T02:57:01Z
@Mirazahran88,"Saya seorang ibu rumah tangga kelahiran 88  yang pekerjaan sehari2nya mengurus keluarga, disela-sela waktu yang saya punya saya sempatkan untuk mempelajari politik di negeri ini lewat tontonan di youtube dan beberapa postingan di media sosial lainnya, tentunya dari sumber yg capable dibidanngya. Saya menyadari bahwa pengetahuan tentang politik itu amat sangat dibutuhkan di era masa kini untuk merubah cara berfikir akan kehidupan ini, sebelumnya saya mengamati system di negara ini dan didunia sacara global, yang membuat saya tercengang adalah system didunia ini tujuannya bukan untuk kesejahteraan hidup malahan sebaliknya. 1% orang mengontrol 99% orang baik lokal maupun global.Jika ada yg berkata ""sedikit tahu lebih baik"" saya sangat tidak setuju, mata saya harus dibuka untuk melihat fakta  yang gelap daripada fatamorgana yg indah.",2,2025-09-02T02:56:13Z
@zrlawfirm,"Yuk Jaksa Agung bisa, tangkap Reza Chalid",0,2025-09-02T02:56:10Z
@taslimdarno2577,Rakal minyak ini bekingnya TNI dan Polisi,0,2025-09-02T02:50:56Z
@ArminGias-rh9vi,"riza chalid mafia migas.Lalu apakabar mafia tambang,tanah,sawit yg terafiliasi sama pemerintahan sekarang?",0,2025-09-02T02:50:16Z
@naufald3497,"oalah gituu ceritanya, jadi tau bobroknya pasukan solo itu",0,2025-09-02T02:48:35Z
@HendraGieo,"Ketika nama luhut mulai d sebut2 rakyat utk d jenguk rakyat, tentara mulai bergerak.",0,2025-09-02T02:45:37Z
@fazarverdyansyah8049,Bukan mafia besar saja  mafia kecil juga wajib diberantas seperti pejabat pejabat yang mempunyai tambang,0,2025-09-02T02:34:50Z
@dedewpur9325,"Sehat selalu pak mahfud, pak sudirman",0,2025-09-02T02:34:14Z
@AkunpakSuparno,Semoga pak Mahfud bisa menggantikan Jaksa agung untuk reformasi hukum,0,2025-09-02T02:33:28Z
@tri-m2i,"tidak ada gunanya tidak etis juga membicarakan ""bos"",no body perfect toh  rakyat Indonesia juga menikmati apa yg pak  Jokowi  putuskan menjadi pembantunya,gak usah nengok nengok ke belakang liat ke depan apa yang bisa buat bangsa ini maju itu aja.",0,2025-09-02T02:32:26Z
@achmadtuniama3892,👍👍👍 pak Mahfud. MD,0,2025-09-02T02:30:59Z
@ResiAdiPratama,"baru mafia minyak, bagaimana dg batu bara dan sawit, dllnya??",0,2025-09-02T02:29:24Z
@JollyJollyBudiharti,"tidak boleh menuduh pemimpin lebih tahu namanya pa reza ...itu sudah zamannya presiden pak harto dst, kalau dia nyanyi ..... itu yg dipikirkan presiden waktu itu JKW)",0,2025-09-02T02:20:05Z
@BarinDo-o4q,Miris nya Indonesia sudah dirampok orang asing seperti Riza Chalid.,0,2025-09-02T02:19:36Z
@dedysuhendang-om1yq,"Bagus ,ungkap dan terangkan sejelas jelasnya pa,",0,2025-09-02T02:18:25Z
@adwihantoro,"di saat yang sama, opunx adalah sahabat prof mahfud, politik memang rumit",1,2025-09-02T02:17:42Z
@rosimohamad3158,kekuatan uang memang power yg sangat kuat bahkan orang yg kuatpun bisa luluh jika disajikan dgn sepiring uang di hadapanya..semoga orang2 kuat yg benar2 ingin menyelamatkan bangsa dan rakyat ini diberi kekuatan yg luar biasa demi bangsa dan negara.,8,2025-09-02T02:14:00Z
@hedinosin9058,Prabowo Jokowi sama aja coba suru tangkap Jokowi takakan mau/berani karna Prabowo takakan jadi presiden,0,2025-09-02T02:12:09Z
@jokomulyono13,Beban pemangku pemerintah itu ada di partai,0,2025-09-02T02:11:38Z
@kemuningdalam1069,Dari era pak Harto reza khalid si sahroni aja baru terjun ke minyak di th 98an  kekayaanya luar biasa gimana reza khalid shah roni pas rumah di zarah liat aja kekayaanya luar biasa main di minyak.BUMN udh Besar mau memisahkan diri...sama kaya reza beli di sini.jual.di luar,0,2025-09-02T02:11:23Z
@firmanautogaleri9676,"Jokowo itu penampilan nya aja Culun, tapi bengiss bin rakus luar biasa dia",0,2025-09-02T02:05:23Z
@taufiqrahman4803,Berbobot semua anaknegeri hrs menyimak,0,2025-09-02T02:04:18Z
@rosimohamad3158,"kata kunci "" jika instrumen bernegara rusak maka yg terjadi akan pincang dan lemah"" semoga orang2 yg benar2 jujur untuk keselamatan bangsa ini diberi kekuatan untuk menyingkirkan pengkhianat2 bangsa dan rakyat. semangat untuk mereka💪🤝",1,2025-09-02T01:57:32Z
@OppoA15ku-l3k,Alhamdulillah Allah membuka satu persatu kebusukan di NKRI,0,2025-09-02T01:56:56Z
@bimolawaningperang6400,"Alloh Maha Adil Selamat Kan Orang 2 x yg jujur, dan Laknatullah Akan Datang Pada Pemimpin Yg Jahat, Serakah, Tamak dan Dzolim.",0,2025-09-02T01:56:43Z
@carinasetiyono5209,Podcast sebulan lalu..lepas ini penetapan tersangka..kita lihat apa yg akan terjdi.. nah skrng sudah terjdi,0,2025-09-02T01:53:12Z
@harisvictory2712,yang bikin ulah ..... MK lagi .... MK lagi ..... miris,0,2025-09-02T01:52:38Z
@bimolawaningperang6400,"Kejar dan Tangkap Reza Khalid, sita aset harta kekayaan nya untuk BAYAR UTANG NEGARA, juga pemimpin Negara saat itu adili aktor-aktor NYA.",10,2025-09-02T01:41:54Z
@henkysantoso8111,Emang sudirman said orang BERSIH ?? Bebas dari KORUPSI ???,1,2025-09-02T01:30:32Z
@JmartRote-xq1me,Otak kerusuhan jangan hanya diekspos tapi dirangkap dan diperiksa.,0,2025-09-02T01:29:50Z
@harisvictory2712,ungkap semua dalang dibelakang RC .,0,2025-09-02T01:29:25Z
@siawpin72,"Tetap semangat dan tetap berjuang untuk org-org baik yg ingin memajukan bgs Indonesia, 💪💪💪🙏",1,2025-09-02T01:27:35Z
@noviwijaya4974,"Dr podcast ini kita lihat mantan menteri yg lagi rumpi ttg presidennya.. pdhl mrk juga pernah di masa presiden sblmny.yg juatru gak bsia dan lbh parah buat mslh korupsi..

Yg ada jkw krn sipil mudha untuk terus dibicarakan kejelekan..",0,2025-09-02T01:24:31Z
@bimolawaningperang6400,"DARI DISKUSI ATAU PODCAST INI, SAYA BER ANGGAPAN KALO PEMIMPIN GAK JUJUR ATAU MAAF MUNGKIN KORUP, MAKA NEGARA INI AKAN HANCUR.",0,2025-09-02T01:23:51Z
@SuriaAtmaja-s2o,"kalo tau internal pemerintah bgtu nyesel juga dlu pilih jokowi, baru skrng menteri ESDM nya Bahlil wah kacau",0,2025-09-02T01:17:42Z
@mochammadmarsudi6727,"Seharusnya orang yang berkomitmen memiliki analisis, bahwa kawannya terjepit dan harus back up. Gotong Royong..",0,2025-09-02T01:14:17Z
@rizalkurniawan9464,"Iya krn dana politik bisa dr korupsi pejabat dan pengusaha melalui alat"" dan aparat negara",0,2025-09-02T01:08:09Z
@sinduarjon7267,Apakah Riza chalid dalang dari aksi demo besar-besaran yg kmaren terjadi...???,0,2025-09-02T01:08:05Z
@mohammadwasis1698,"Semua sustem saya yakin ada penyakitnya, namun kalau penyakit itu ditekan seminim mungkin, berharap sistem lebih baik dari pada dibiarkan.
Orang hebat tidak pernah gentar menghadapi perusak.",0,2025-09-02T01:04:09Z
@fajarasnawin9384,"Tangkap jkw, kroninya & adili.
Siapa yg setuju, silahkan tombol dibawah...?

P Mahfud saat di pemerintahan kok tdk berani atau membiarkan bbrp kasus.?  Baru saat pd brani..ikut2 bongkar. 😅😅😅",1,2025-09-02T00:50:32Z
@Liya_8-r9n,"Saya yakin PK jkowi itu jeli n sangt2 teliti dlm bertindk , kr2 apa Anda bs menebk alsn komen n ekspresi PK jkowi spt itu, apa mksd dr kta2nya, mengkp mavia besar hrs dgn strategi tertntu tdk asl lngsg buka n tangkap, resiko di belkng yg di pertrhkn adlh rkyt, spt sekrng, coba byangkn klw yg jd presdn phk 01 n 03 apa anda bs kebyang lngkh apa yg brni mrk ambil pling2 ngikut arhn pra ketum partai, inilah slh stu  alsn BPK jkwi sll bilng pmmpn Indonesia hrs kuat dlm berbagai hal, hrs Berni,  tuk luar n dlm ngeri, semua ini sdh di prediksi olh BPK jkwi Krn hnya BPK prbwo yg tdk di setir oleh ketum partai,",2,2025-09-02T00:49:20Z
@kucingmeong18,Jokowi mana suaranya 😅,0,2025-09-02T00:43:21Z
@CaraBelajar-g7j,Ijin dulu kaso amplop cair mandeg terhenti😅,0,2025-09-02T00:21:55Z
@bangmaruf,"semoga sehat selalu buat bapak bapak ku pak Mahfud MD dan pak Sudirman Said yang selalu punya pemikiran yang sehat,. punya telinga dan hati yang bersih!  di mohonkan pak untuk di UP agar ""UU perampasan Aset"" Tindakan ini menunjukkan bahwa negara serius memerangi korupsi dan berusaha mengembalikan apa yang telah dicuri dari rakyat. Ini dapat mengurangi ketegangan sosial dan ketidakpercayaan terhadap pemerintah dan parlemen, yang sedang terjadi seperti saat ini.",0,2025-09-02T00:21:51Z
@jangbageur4869,Haduh...ternyata banyak orang yang tadinya baik jmasuk pertamina jadi Rusak.. su' ulkhotimah.. Naudzubillahi mindzalik..,0,2025-09-02T00:20:19Z
@doviacosta838,"Pak Sudirman Said bercerita dong, soal  Rizal Khalid membatu Capres Anis Baswedan berkampanye ke Sumatra",1,2025-09-02T00:10:18Z
@fitri810731,Siapapun presidennya dgn lingkaran yang kotor seperti ini akan lemah juga.  Memang rakyat yg harus mencerdaskan diri dan menekan birokrat eksekutif dan legislatif untuk menjalankan negeri ini dengan baik,1,2025-09-02T00:05:28Z
@doviacosta838,Pak Sudirman Said  ini agak sakit hati karena dicopot dari  menteri ESDM jaman JKW 2016 😂😂😂😂,0,2025-09-02T00:00:16Z
@masdiharibowo320,semoga ad sosok yang bisa mengubah Indonesia,0,2025-09-01T23:53:55Z
@balifisheyestudio,udah lama ini sejak jaman presiden2 lama sebelum JKW..setorannya gak dikit ke elit2..jkw buka dia itu luar biasa berani ..lihat konsekuensi nya,0,2025-09-01T23:53:33Z
@gunadimuhsuudi2140,"Setelah liat diskusi ini, sebenarnya udah tau siapa pengacau negeri ini...",0,2025-09-01T23:35:12Z
@ibunyasiBaimbercerita,Pak mahfud sehat selalu,0,2025-09-01T23:34:01Z
@abdulhafit9678,"Anaknya.  , mahkamah keluarga",0,2025-09-01T23:26:07Z
@Umar-19.70_,"Keadilan, kemakmuran dan kedamaian hanya terwujud dlm negara yg diatur dg Syariat dari Allah Swt scr kaffah..",0,2025-09-01T23:22:00Z
@AbangAbangan-r4s,"Tiga kali ganti presiden... Mafia masih eksis. 
Fix mrka berkontribusi besar dlm stiap pilpres. 
Shingga seorang presiden pun trsandra sejauh itu.....",0,2025-09-01T23:19:54Z
@AbangAbangan-r4s,Emg ngeri mafia2 .. Smpai bs mengatur negara. 😢,0,2025-09-01T23:14:31Z
@sadarlah3855,"MENTERI MENTERI TITIPAN JOKOWI HARUS DI BERHENTIKAN SEBAB PASTI ADA PERAN KORUPSI...HARUS DI GANTI RESAUFLE...BAHLIL, ZULKIFLI,MUHAIMIN,LUHUT,TITO, DAN LAINNYA.",0,2025-09-01T22:57:10Z
@herikdevano5726,"cukup aneh memang,ko bisa seorang riza chalid, sulit di tangkap, harus nya zaman prabowo ini mudah,soal nanti proses nya ribet,urusan belakangan, tangkap aja dulu bawa ke indonesia",0,2025-09-01T22:54:05Z
@naufalpratama9082,aduh pusingg 😂,0,2025-09-01T22:49:23Z
@Joko-h3d,"Said Didu itu Benci Jokowi karena di pecat,, Vic",0,2025-09-01T22:42:01Z
@iknowwhatyoudid14,apakah org yaman yg klo.khotbah nyenggol pemerintah jugak dibelakangnya adalah beliau....satu persatu kedok mereka mulai terbongkar...,0,2025-09-01T22:26:43Z
@sudardarsono5411,ANEH KOK BARU SEKARANG DI BUKA KOK TDK DULU2 GITU   LOOH ..BOOS2 KLAU ITU BENAR...BERARTI SAMPEAN JUGA MELINDUNGI MAFIA MINYAK.,0,2025-09-01T22:09:10Z
@dra.rosmawati6198,Sehat selalu pak Mahfud dan klg beserta tim,0,2025-09-01T22:07:49Z
@wpapme,PODCAST TERBAIK SE INDONESIA RAYA,0,2025-09-01T21:30:58Z
@MrHarmailis,Semua korupsi ini ada Luhut Binsar Panjaitan.,0,2025-09-01T20:34:47Z
@deppydep3641,"Jokowi hebat..lepasin Novanto di kasus Papa Minta Saham, tapi tangkep dia lewat EKTP. Bagus Jokowi, daripada orang2 yang cuma ngomong doang...LOL!",0,2025-09-01T20:34:12Z
@MrHarmailis,"Kenapa pak prof Mahfud MD sendiri membahas hubungan Riza  Chalid dengan Luhut Binsar Panjaitan...
Tolong ini atas nama bangsa bukan pernah hutang Budi. Karena prof orang yg terdidik",0,2025-09-01T20:34:09Z
@RidwanMahfudin-v2p,"Jangan takut para koruptor,ini masih keberlanjutan hukum blm.di revisi masih pake jaman jokowi blm.ada yg.dimiskinkan/masuk sel",0,2025-09-01T20:08:12Z
@gatotkusuma1903,"Lha kann.. Fir'aun, Sengkuni, dll.. Wes pasrah maring Gustiii akuu. Beraattt!!",0,2025-09-01T20:00:04Z
@DengarNovel-k7f,"Mau seperti apapun jokowi sudah 2 periode
Seburuk apapun  dia, saya tetap cinta beliau
Mau mafia mau kadrun mau kafir terserah kalianlah. 
Bisa nanam Ubi buat makan besok saja sudah bersyukur, seng penting istri gak rewel",0,2025-09-01T19:36:25Z
@dianpuspita6509,"semua pendor pertamina harus diganti agar lebih tranparan,dan apa bila ada perusahaan milik rizal chalid atas nama org lain harus diganti cepat",0,2025-09-01T19:22:12Z
@klinikbuzz,"Makanya itu ,kita butuh RUU Perampasan aset",0,2025-09-01T19:22:04Z
@ritarosidy6259,Terimakasih pak Mahfud MD saya suka dgn potcast bapak,0,2025-09-01T19:14:13Z
@alhasbinurrahmat3304,"Dr inti podcast ini yg merusak system dan mempengaruhi Jokowi itu org yg pling terdekat presiden Pak Luhut,Pak tito,dan Mega...yg jd masalah skrg Jokowi jdi tumbal politik para mafia...bisa jadi demo yg terjadi sekarang ini damai di buat chaos oleh mafia buron ini utk makar ke Prabowo dan setelah itu Menaik kan Gibran jd presiden, setelah Gibran jd presiden di kudeta oleh petinggi2 negara yg lain dng alasan keamanan negara tidak kondusif... berarti ini ada sangkut pautnya antara mantan2 militer yg gencar ingin melengserkan wapres kerjasama dng DPR tapi udah ke baca oleh Prabowo 😅😂... rakyat Indonesia harus jeli membaca situasi lagi,dan sering mendengar kan edukasi hukum dan obrolan Pak Mahfud MD ini",0,2025-09-01T19:13:26Z
@ritarosidy6259,"Saya setuju dgn pak Mahfud dan pak Sudirman, dulu ayah saya setelah pensiun  dan seorang veteran militer pernah bekerja di prusahaan minyak di Badak (Kaltim), setiap pulang cuti beliau selalu cerita tdk suka dgn org2 yg tdk jujur di sana akhirnya ayah saya berhenti karena beliau idealis membenci korupsi",1,2025-09-01T19:12:47Z
@valenhartadinata,Pembawa acara yg satu ini kebayakan motong narasumber...banyak omong...pak mahfud dan sudirman said lg ngomong ada aja dipotong...biar kliatan pinter gt anda...banyak omong,0,2025-09-01T18:49:08Z
@budhybrata4220,Siapa yah president dan wakil president tahun 2004 sampai 2010??  Kok sekarang yang di salahin Jokowi ??? Rezal Halik jadi rajak minjak tahun kapan. Dan siapa di belakang nya..,0,2025-09-01T18:28:17Z
@kantibecak8819,Mau mencari kejujuran gimana pak kalo pendidikan kita belum tersentuh merata ke keluarga miskin walau ada beasiswa nyatanya dimanipulasi oleh oknum.belum lagi mainnya harus ada orang dalem minta saran untuk menerobos tembok penghalang ini,0,2025-09-01T18:23:54Z
@rahmatpermana5299,"Mantan tukan kayu, lebih tegas, ketimbang mantan jendral, presiden yg di segani dunia, setelah suekarno, cuma baru pak jokowi, karena itulah pembencinya sampai mati matian membalasnya.",0,2025-09-01T18:15:34Z
@tioagustio7476,Mulyono lagi kan kata gua juga apa,1,2025-09-01T18:06:10Z
@MasAgungCamp,Cocok ini dijadikan film mafia migas,0,2025-09-01T18:04:20Z
@CahayaMekahMadinah,Jangan lelah untuk mencintai Indonesia ❤,0,2025-09-01T17:59:47Z
@Dt2Durian,Dri awal sy curiga dengan Mulyono dn luhut krna luhut sedikit dikit usir apabila di kritik dia kira negara miliknya dri situ bisa di baca brpa bsr kuasa si luhut,0,2025-09-01T17:56:37Z
@sitinurhayati5767,Hoax.. lagi  Hoax... lagi tiap hari Hoax ...lagi basi tau,0,2025-09-01T17:46:22Z
@amadbengkeng7204,"pak Jokowi hanya petugas PARTAI, petugas bisa dikendalikan  oleh yang mengangkatnya sebagai petugas..",0,2025-09-01T17:44:06Z
@ginagina3393,Hukum d negara kita benar2  harus kuat  & d pimpin oleh orang  pnya integritas  sbab terlalu bnyk pnjahat korupsi d negeri ini,0,2025-09-01T17:27:55Z
@NH-up8ps,"Brrti emang bener kata bung rocky, pak jokowi ini sbnrnya skrg takut utk tidak mmliki kedudukan di politik dan demikian terbitlah gibran dan anak”!nya yg mnjadi pion, pendidikan emang sepenting itu bayangkan orng yg ngeri ap” jdi presiden dngan 2 periode😪",0,2025-09-01T17:27:37Z
@sulianilim3676,Bisa jadi Jokowi ini di kambing hitamkan,0,2025-09-01T17:27:06Z
@NiaBelia,Semua kekacawan ekonomi hukum d nkri ini adalah ulah2 geng solo joko kurap reza luhut,0,2025-09-01T17:23:41Z
@rahmathidayat7107,Pak mahfud cuma berani nyerang jokowi tapi ga berani nyerang megawati,3,2025-09-01T17:07:56Z
@saukifadillah,Fatal ini Jokowi,0,2025-09-01T17:07:33Z
@molestream8433,Selesai,0,2025-09-01T16:55:03Z
@DESAKUULAKPACEHCHANNEL,Mudah saja menyelesaikan masala itu lawan dgn ambil alih ole pemerintah dgn mendirikan perusahaan yg bergerak di migas dan d kelolah oleh pemerintah kalau migas sudah di kelolah swasta negara harus hadir di bidang migas,0,2025-09-01T16:27:42Z
@priskaparamita5512,Berat banget bahasanya😢 ga ngerti tp apapun itu… Let God take a lead ❤,0,2025-09-01T16:26:47Z
@edyhartonochanel710,"Diskusi yang mencerahkan, sehat selalu semuanya",0,2025-09-01T16:18:16Z
@apgaming0811,"Siapapun presidenya... Kalau BANTENG MASIH MENJADI PENGUASA.!!!! Saya rasa, indonesia akan tetap sulit untuk menuju kemakmuran...
Karena BANTENG aja bisa Membuang PRESIDEN.!!! Dan 1 lagi, BANTENG PASTI AKAN MEMBAYAR BUZERRR.!!!! Untuk melakukan rencana itu....",0,2025-09-01T16:14:51Z
@ADBEngineering-i2p,Dengan uangnya itu dia bisa memerintahkan pejabat dan mengorchestrai kerusuhan di Indonesia dari persembunyian nya di LN,0,2025-09-01T16:13:31Z
@muhammadrasya9357,Nntn nih para pendemo yg suka yakin sama. Permikiran sndr,0,2025-09-01T16:12:07Z
@hariantoanto7311,Riza satu kolam dengan jokowi,0,2025-09-01T16:08:28Z
@JakaSembung-v2o,"😂😂😂😂 INGAT DPR RI, DPRD ITU BUKAN LAGI BADAN LEGISLATIF YG TUGASNYA MENGAWASI ATAU MEMANTAU KEBIJAKAN PEMERINTAH😂😂😂😂SUDAH BERUBAH MENJADI TEMPAT MENCARI KEKAYAAN PARA PARTAI DAN KADER2NYA😂😂😂😂ITU BISA DI LIHAT DRI KEHIDUPAN SEHARI-HARI BEGITU BANYAK ORG2 YG MAU MENJADI ANGGOTA DEWAN BEGITU BANYAK PERSAINGAN DALAM MEMPEREBUT KURSI DI DPR RI DAN DPRD😂😂😂😂😂DAN BEGITU BAYAK KURSI DI DPR RI(SEKITAR HAMPIR 600 ORG) DAN DPRD(SAMPE PULUHAN ORG 30 ANGGOTA--6O ANGGOTA) 😂😂😂😂MAKA SUDAH SEPANTASNYA DPR RI DI BUBARKAN😂😂",0,2025-09-01T16:00:44Z
@supsabtuminggu,❤,0,2025-09-01T15:55:42Z
@ijenramadan6488,"MAFIA 
-MIGAS
-EMAS
-BATU BARA
-NIKEL
-ASPAL",0,2025-09-01T15:51:25Z
@sholikhualimin,NGOMONGIN FAKTA KAYAK GINI TERMUL PASTI NGELES..,0,2025-09-01T15:51:07Z
@Bazralepa,Yg jelas yg ada di pemerintahan semua penakut titik .,0,2025-09-01T15:47:36Z
@Saharowi,Pantas Aja mahkamah agung Di kawal TNI sejak kasus korupsi Petamina,0,2025-09-01T15:38:06Z
@oemarbakrie2522,Lugu= tdk berilmu...,0,2025-09-01T15:32:55Z
@DengismailUntag,Saya sangat terkesan di live terus terang yg nara sumber Pa Mahfud dan pa said..Buat bapak psresiden Pa Prabowo tolong perhatikan dan lakukan tidakan yang tepat dan terukur secara metode pilsafat hukum dan tegas masalah hukum... Bila di hubungkan dari mabes folri dan pa Prabowo dalam live di media tentang dalam mafia minyak bila kita kajian Kami dari 2 sisi live tersebu di + dari live Pa Gatot kemungkinan ada hubungan yg tunggangi tentang demo  untuk merusak Reputasi Pa Prabowo dan kemungkinan pemikiran pa Gatot Benar,0,2025-09-01T15:29:07Z
@bungabaru1441,"Kalau pun berhasil nih di hukum di indo, hukuman juga gak akan sebanding dengan perbuatan, dann .... Kerjaaan mafia nya bisa tetep jalan , kan byk di lapas yg kaya gitu .... 😂",3,2025-09-01T15:27:59Z
@DUDU-yt9do,"Goks , podcast aib negara",0,2025-09-01T15:27:40Z
@xiaomi11-x7i,kayak mantan karyawan ngomongin mantan boss 😢,0,2025-09-01T15:18:07Z
@Thefactoflight,"Astaga negara dibuat mainan seperti itu, pantes aja negara gak pernah maju. harus diakhir ini sangat merugikan negara.",0,2025-09-01T15:14:58Z
@ghanyrizal1538,Semoga segera bisa di adili,0,2025-09-01T15:13:43Z
@suryanugroho9900,Mulyono terlibat mafia migas,1,2025-09-01T15:12:13Z
@MuhammadSoleh-or3et,Klu orang pendidikan kebanyakan takut dan keragu raguan dan kebanyakan mikir sebenar nya simpel cuman mereka takut aja,0,2025-09-01T15:03:25Z
@floki_flow.7161,Andaikan saja uu PERAMPASAN aset disahkan dan wakil rakyat benar2 mewakili rakyat bukan mewakili partai dan pejabat2 lain nya pasti Indonesia udah sangat maju sekarang😢😢,0,2025-09-01T15:00:48Z
@badzawofficial2645,"Raja dalam gelap, tuan tanpa wajah Riza Chalid lah orangnya gilaaa mafia kelas kakap",0,2025-09-01T14:59:53Z
@oemarbakrie2522,"Inget omongan pk jk dulu ga? Thn 2009, ketika menjelang pilpres pk jk bilang :"" klo jokowi jdi presiden hancur indonesia""...😅😅😅 Terbukti kan....",1,2025-09-01T14:56:27Z
@ikhsancenenk5868,Semua tidak akan seribet ini kalau UDD perampsaan aset dan hukum mati untuk koruptor diberlalkukan di Indonesia .!,0,2025-09-01T14:56:11Z
@dencondro,singapore tempat pelarian orang2 yg mengeruk uang diinfonesia dg cara yg tdk benar,0,2025-09-01T14:55:39Z
@SiAboPandiana,Apakah demo2 rusuh yg sekarang terjadi ada hubungannya?,0,2025-09-01T14:54:10Z
@agussugianto1478,Awetmuda pak sudirman,0,2025-09-01T14:50:55Z
@suhrifamily1489,Menit ke 32.00 😂👍👍👍,0,2025-09-01T14:50:54Z
@gudangsedekah524,Ohhh dalang kerusuhan negara Sudah terjawab,34,2025-09-01T14:46:10Z
@westlow5758,Habisi semua yg merasa JD orang kuat ini sisa mental jajahan negara Bu orang pandai dan bijak bukan orang kuat,0,2025-09-01T14:39:49Z
@shastinur5954,"Masya Allah, kalo berpegang hidup sama kebenaran lurus berintegritas, nothing to lose. Tenang hidup, krn kebenaran akan menemukan caranya sendiri. My role model ini deh 💪",2,2025-09-01T14:37:49Z
@HamdanHamdan-cz7te,"Semoga makin byk org2 baik di negeri tercinta ini.Sehat selalu bapak2, ya.aamiin",0,2025-09-01T14:34:45Z
@dayatgaluang9268,"Aneh amat ya presiden waktu itu, org kerja benar malah di pecat..... Bongkar kasus besar loh,,, Ada apa sih sebenernya??",0,2025-09-01T14:28:22Z
@emaknyaizie,Mafia adalah presiden sesungguhnya😅,0,2025-09-01T14:26:53Z
@jarryrinaldy9052,Siapa sihz 6 Menteri itu ???,0,2025-09-01T14:15:25Z
@hilman8565,Rusaknya mul emang periode 2 akhir2 periode 😢,0,2025-09-01T14:05:21Z
@RusdikRus,"Semua cmn omon "" tentan riza alit😂😂😂😂",0,2025-09-01T14:04:40Z
@yanisrimulyani800,Warisan jokowi : kekacauan negara dan bangsa,0,2025-09-01T14:04:38Z
@ArthaKang,"Dari sini kita tahu memang sulit, resikonya gede bahkan untuk sekelas presiden",1,2025-09-01T14:02:39Z
@alifwirapratama5790,kalo Indonesia banyak tokoh seperti ini di pemerintah kabinet Indonesia&didlm dewan rakyat. insyaallah Indonesia menuju makmur sejahtera,0,2025-09-01T14:00:13Z
@rizkipratama8821,"bener aja kan wkwkw jokowi selemah itu, kebuka juga bobroknya juga",1,2025-09-01T13:57:40Z
@MuhammadMaulidin-h3o,"saya berharap suatu saat pak mahfud jadi wapres....
dan presidennya sendiri orang yg pemberani, tegas...dan keras...",0,2025-09-01T13:56:25Z
@BismaNegara-o5q,esemkaaaaa....,0,2025-09-01T13:42:57Z
@TheAveroesh,7:29 Poltak Raja Minyak dari Medan 😂,0,2025-09-01T13:40:53Z
@dheeoutsider,Balik kesini abis kisruh demo sambil mencari jawaban kira2 siapa aktor sebenarnya. 😮,0,2025-09-01T13:17:50Z
@Gavistell05,"Pak MD kenapa GK undang pak Ahok,apa bapa juga takut kalau akoh akan bongkar semuanya terang-terangan...???",2,2025-09-01T13:16:48Z
